Time,Temperature
8/29/2007 11:39,25.98333333
8/29/2007 11:40,26.02222222
8/29/2007 11:41,25.96111111
8/29/2007 11:42,25.87777778
8/29/2007 11:43,25.83333333
8/29/2007 11:44,25.82777778
8/29/2007 11:45,25.8
8/29/2007 11:46,25.83333333
8/29/2007 11:47,25.88333333
8/29/2007 11:48,25.9
8/29/2007 11:49,25.91111111
8/29/2007 11:50,25.85555556
8/29/2007 11:51,25.82222222
8/29/2007 11:52,25.84444444
8/29/2007 11:53,25.9
8/29/2007 11:54,26.00555556
8/29/2007 11:55,26.06666667
8/29/2007 11:56,26.10555556
8/29/2007 11:57,26.09444444
8/29/2007 11:58,26.12222222
8/29/2007 11:59,26.14444444
8/29/2007 12:00,26.2
8/29/2007 12:01,26.24444444
8/29/2007 12:02,26.33333333
8/29/2007 12:03,26.46111111
8/29/2007 12:04,26.45
8/29/2007 12:05,26.55555556
8/29/2007 12:06,26.58888889
8/29/2007 12:07,26.6
8/29/2007 12:08,26.58333333
8/29/2007 12:09,26.55555556
8/29/2007 12:10,26.52222222
8/29/2007 12:11,26.56111111
8/29/2007 12:12,26.58888889
8/29/2007 12:13,26.58888889
8/29/2007 12:14,26.66111111
8/29/2007 12:15,26.66666667
8/29/2007 12:16,26.53888889
8/29/2007 12:17,26.43888889
8/29/2007 12:18,26.44444444
8/29/2007 12:19,26.51111111
8/29/2007 12:20,26.61666667
8/29/2007 12:21,26.69444444
8/29/2007 12:22,26.69444444
8/29/2007 12:23,26.62777778
8/29/2007 12:24,26.57222222
8/29/2007 12:25,26.61111111
8/29/2007 12:26,26.66666667
8/29/2007 12:27,26.7
8/29/2007 12:28,26.66111111
8/29/2007 12:29,26.70555556
8/29/2007 12:30,26.67777778
8/29/2007 12:31,26.64444444
8/29/2007 12:32,26.65555556
8/29/2007 12:33,26.67222222
8/29/2007 12:34,26.78333333
8/29/2007 12:35,26.91666667
8/29/2007 12:36,26.97777778
8/29/2007 12:37,26.95555556
8/29/2007 12:38,26.94444444
8/29/2007 12:39,27.03333333
8/29/2007 12:40,27.22222222
8/29/2007 12:41,27.24444444
8/29/2007 12:42,27.21666667
8/29/2007 12:43,27.17222222
8/29/2007 12:44,27.18333333
8/29/2007 12:45,27.1
8/29/2007 12:46,27.07222222
8/29/2007 12:47,27.01111111
8/29/2007 12:48,26.95555556
8/29/2007 12:49,26.87777778
8/29/2007 12:50,26.89444444
8/29/2007 12:51,26.9
8/29/2007 12:52,26.86666667
8/29/2007 12:53,26.87777778
8/29/2007 12:54,26.88333333
8/29/2007 12:55,26.80555556
8/29/2007 12:56,26.68333333
8/29/2007 12:57,26.68333333
8/29/2007 12:58,26.70555556
8/29/2007 12:59,26.75555556
8/29/2007 13:00,26.73888889
8/29/2007 13:01,26.67222222
8/29/2007 13:02,26.74444444
8/29/2007 13:03,26.92777778
8/29/2007 13:04,27
8/29/2007 13:05,27
8/29/2007 13:06,27.01111111
8/29/2007 13:07,27.00555556
8/29/2007 13:08,27.11111111
8/29/2007 13:09,27.28888889
8/29/2007 13:10,27.46111111
8/29/2007 13:11,27.61666667
8/29/2007 13:12,27.67777778
8/29/2007 13:13,27.64444444
8/29/2007 13:14,27.67222222
8/29/2007 13:15,27.69444444
8/29/2007 13:16,27.58888889
8/29/2007 13:17,27.43888889
8/29/2007 13:18,27.28333333
8/29/2007 13:19,27.25555556
8/29/2007 13:20,27.4
8/29/2007 13:21,27.5
8/29/2007 13:22,27.55555556
8/29/2007 13:23,27.62777778
8/29/2007 13:24,27.7
8/29/2007 13:25,27.77777778
8/29/2007 13:26,27.85555556
8/29/2007 13:27,27.90555556
8/29/2007 13:28,27.71666667
8/29/2007 13:29,27.64444444
8/29/2007 13:30,27.73888889
8/29/2007 13:31,28.00555556
8/29/2007 13:32,28.15
8/29/2007 13:33,28.16111111
8/29/2007 13:34,28.14444444
8/29/2007 13:35,28.05555556
8/29/2007 13:36,27.85
8/29/2007 13:37,27.81666667
8/29/2007 13:38,27.83888889
8/29/2007 13:39,27.77222222
8/29/2007 13:40,27.76111111
8/29/2007 13:41,27.67777778
8/29/2007 13:42,27.55555556
8/29/2007 13:43,27.47777778
8/29/2007 13:44,27.4
8/29/2007 13:45,27.37222222
8/29/2007 13:46,27.32777778
8/29/2007 13:47,27.29444444
8/29/2007 13:48,27.24444444
8/29/2007 13:49,27.21111111
8/29/2007 13:50,27.28333333
8/29/2007 13:51,27.4
8/29/2007 13:52,27.44444444
8/29/2007 13:53,27.35
8/29/2007 13:54,27.21111111
8/29/2007 13:55,27.17222222
8/29/2007 13:56,27.15
8/29/2007 13:57,27.13888889
8/29/2007 13:58,27.16666667
8/29/2007 13:59,27.11666667
8/29/2007 14:00,27.14444444
8/29/2007 14:01,27.15
8/29/2007 14:02,27.15
8/29/2007 14:03,27.17222222
8/29/2007 14:04,27.12777778
8/29/2007 14:05,27.07222222
8/29/2007 14:06,27.07777778
8/29/2007 14:07,27.07777778
8/29/2007 14:08,27.11111111
8/29/2007 14:09,27.2
8/29/2007 14:10,27.23888889
8/29/2007 14:11,27.22222222
8/29/2007 14:12,27.27222222
8/29/2007 14:13,27.33333333
8/29/2007 14:14,27.42222222
8/29/2007 14:15,27.4
8/29/2007 14:16,27.33333333
8/29/2007 14:17,27.34444444
8/29/2007 14:18,27.41111111
8/29/2007 14:19,27.48333333
8/29/2007 14:20,27.55
8/29/2007 14:21,27.66666667
8/29/2007 14:22,27.78333333
8/29/2007 14:23,27.91666667
8/29/2007 14:24,27.77777778
8/29/2007 14:25,27.63333333
8/29/2007 14:26,27.58333333
8/29/2007 14:27,27.55555556
8/29/2007 14:28,27.47222222
8/29/2007 14:29,27.56111111
8/29/2007 14:30,27.70555556
8/29/2007 14:31,27.69444444
8/29/2007 14:32,27.67222222
8/29/2007 14:33,27.63333333
8/29/2007 14:34,27.83333333
8/29/2007 14:35,28.14444444
8/29/2007 14:36,28.11111111
8/29/2007 14:37,28.35
8/29/2007 14:38,28.32222222
8/29/2007 14:39,28.4
8/29/2007 14:40,28.40555556
8/29/2007 14:41,28.27777778
8/29/2007 14:42,28.25
8/29/2007 14:43,28.21666667
8/29/2007 14:44,28.18888889
8/29/2007 14:45,28.29444444
8/29/2007 14:46,28.41111111
8/29/2007 14:47,28.42777778
8/29/2007 14:48,28.33888889
8/29/2007 14:49,28.17222222
8/29/2007 14:50,27.97222222
8/29/2007 14:51,27.83333333
8/29/2007 14:52,27.76666667
8/29/2007 14:53,27.74444444
8/29/2007 14:54,27.66666667
8/29/2007 14:55,27.65555556
8/29/2007 14:56,27.67777778
8/29/2007 14:57,27.7
8/29/2007 14:58,27.60555556
8/29/2007 14:59,27.52777778
8/29/2007 15:00,27.52777778
8/29/2007 15:01,27.51666667
8/29/2007 15:02,27.45555556
8/29/2007 15:03,27.44444444
8/29/2007 15:04,27.37777778
8/29/2007 15:05,27.31666667
8/29/2007 15:06,27.27222222
8/29/2007 15:07,27.28333333
8/29/2007 15:08,27.33888889
8/29/2007 15:09,27.30555556
8/29/2007 15:10,27.32777778
8/29/2007 15:11,27.30555556
8/29/2007 15:12,27.29444444
8/29/2007 15:13,27.25555556
8/29/2007 15:14,27.23888889
8/29/2007 15:15,27.22777778
8/29/2007 15:16,27.25555556
8/29/2007 15:17,27.32777778
8/29/2007 15:18,27.42777778
8/29/2007 15:19,27.50555556
8/29/2007 15:20,27.53333333
8/29/2007 15:21,27.61111111
8/29/2007 15:22,27.61111111
8/29/2007 15:23,27.58888889
8/29/2007 15:24,27.67777778
8/29/2007 15:25,27.75555556
8/29/2007 15:26,27.8
8/29/2007 15:27,27.77222222
8/29/2007 15:28,27.76111111
8/29/2007 15:29,27.76111111
8/29/2007 15:30,27.79444444
8/29/2007 15:31,27.84444444
8/29/2007 15:32,27.9
8/29/2007 15:33,27.85
8/29/2007 15:34,27.80555556
8/29/2007 15:35,27.78333333
8/29/2007 15:36,27.75555556
8/29/2007 15:37,27.72777778
8/29/2007 15:38,27.80555556
8/29/2007 15:39,27.91111111
8/29/2007 15:40,27.95555556
8/29/2007 15:41,27.95555556
8/29/2007 15:42,27.86666667
8/29/2007 15:43,27.90555556
8/29/2007 15:44,27.86666667
8/29/2007 15:45,27.88333333
8/29/2007 15:46,27.94444444
8/29/2007 15:47,27.96666667
8/29/2007 15:48,27.97777778
8/29/2007 15:49,27.97777778
8/29/2007 15:50,28.03333333
8/29/2007 15:51,28.05
8/29/2007 15:52,28.07777778
8/29/2007 15:53,28.08888889
8/29/2007 15:54,28.04444444
8/29/2007 15:55,28.08333333
8/29/2007 15:56,28.03888889
8/29/2007 15:57,27.95
8/29/2007 15:58,27.92222222
8/29/2007 15:59,27.91666667
8/29/2007 16:00,27.95
8/29/2007 16:01,28.08888889
8/29/2007 16:02,28.23888889
8/29/2007 16:03,28.2
8/29/2007 16:04,28.11666667
8/29/2007 16:05,28.14444444
8/29/2007 16:06,28.1
8/29/2007 16:07,27.98888889
8/29/2007 16:08,27.82777778
8/29/2007 16:09,27.72222222
8/29/2007 16:10,27.80555556
8/29/2007 16:11,27.86666667
8/29/2007 16:12,27.92222222
8/29/2007 16:13,27.96111111
8/29/2007 16:14,28.07222222
8/29/2007 16:15,28.06666667
8/29/2007 16:16,28.07222222
8/29/2007 16:17,28.15
8/29/2007 16:18,28.20555556
8/29/2007 16:19,28.20555556
8/29/2007 16:20,28.15555556
8/29/2007 16:21,28.19444444
8/29/2007 16:22,28.19444444
8/29/2007 16:23,28.2
8/29/2007 16:24,28.18888889
8/29/2007 16:25,28.22222222
8/29/2007 16:26,28.32777778
8/29/2007 16:27,28.36666667
8/29/2007 16:28,28.41111111
8/29/2007 16:29,28.51111111
8/29/2007 16:30,28.51666667
8/29/2007 16:31,28.43888889
8/29/2007 16:32,28.36666667
8/29/2007 16:33,28.31666667
8/29/2007 16:34,28.27222222
8/29/2007 16:35,28.47777778
8/29/2007 16:36,28.75
8/29/2007 16:37,28.65
8/29/2007 16:38,28.48333333
8/29/2007 16:39,28.46666667
8/29/2007 16:40,28.31111111
8/29/2007 16:41,28.25555556
8/29/2007 16:42,28.2
8/29/2007 16:43,28.03333333
8/29/2007 16:44,27.93333333
8/29/2007 16:45,27.81111111
8/29/2007 16:46,27.75555556
8/29/2007 16:47,27.66666667
8/29/2007 16:48,27.65555556
8/29/2007 16:49,27.67777778
8/29/2007 16:50,27.74444444
8/29/2007 16:51,27.71666667
8/29/2007 16:52,27.72777778
8/29/2007 16:53,27.74444444
8/29/2007 16:54,27.81111111
8/29/2007 16:55,27.88888889
8/29/2007 16:56,27.81111111
8/29/2007 16:57,27.77777778
8/29/2007 16:58,27.79444444
8/29/2007 16:59,27.81666667
8/29/2007 17:00,27.80555556
8/29/2007 17:01,27.78888889
8/29/2007 17:02,27.80555556
8/29/2007 17:03,27.83333333
8/29/2007 17:04,27.88333333
8/29/2007 17:05,27.98888889
8/29/2007 17:06,28.02222222
8/29/2007 17:07,27.98888889
8/29/2007 17:08,27.95555556
8/29/2007 17:09,27.9
8/29/2007 17:10,27.81111111
8/29/2007 17:11,27.77222222
8/29/2007 17:12,27.76111111
8/29/2007 17:13,27.79444444
8/29/2007 17:14,27.79444444
8/29/2007 17:15,27.78333333
8/29/2007 17:16,27.75555556
8/29/2007 17:17,27.72222222
8/29/2007 17:18,27.70555556
8/29/2007 17:19,27.66666667
8/29/2007 17:20,27.66666667
8/29/2007 17:21,27.72222222
8/29/2007 17:22,27.70555556
8/29/2007 17:23,27.7
8/29/2007 17:24,27.73333333
8/29/2007 17:25,27.76111111
8/29/2007 17:26,27.70555556
8/29/2007 17:27,27.68888889
8/29/2007 17:28,27.70555556
8/29/2007 17:29,27.72222222
8/29/2007 17:30,27.72222222
8/29/2007 17:31,27.74444444
8/29/2007 17:32,27.8
8/29/2007 17:33,27.95
8/29/2007 17:34,28.08333333
8/29/2007 17:35,28.28333333
8/29/2007 17:36,28.44444444
8/29/2007 17:37,28.56111111
8/29/2007 17:38,28.63888889
8/29/2007 17:39,28.79444444
8/29/2007 17:40,28.82777778
8/29/2007 17:41,28.73333333
8/29/2007 17:42,28.61666667
8/29/2007 17:43,28.51111111
8/29/2007 17:44,28.47222222
8/29/2007 17:45,28.43888889
8/29/2007 17:46,28.33888889
8/29/2007 17:47,28.38888889
8/29/2007 17:48,28.41111111
8/29/2007 17:49,28.45
8/29/2007 17:50,28.55555556
8/29/2007 17:51,28.63333333
8/29/2007 17:52,28.68333333
8/29/2007 17:53,28.71111111
8/29/2007 17:54,28.70555556
8/29/2007 17:55,28.66111111
8/29/2007 17:56,28.58333333
8/29/2007 17:57,28.49444444
8/29/2007 17:58,28.50555556
8/29/2007 17:59,28.51111111
8/29/2007 18:00,28.56666667
8/29/2007 18:01,28.52777778
8/29/2007 18:02,28.47222222
8/29/2007 18:03,28.46666667
8/29/2007 18:04,28.46666667
8/29/2007 18:05,28.52222222
8/29/2007 18:06,28.50555556
8/29/2007 18:07,28.43888889
8/29/2007 18:08,28.36666667
8/29/2007 18:09,28.28888889
8/29/2007 18:10,28.2
8/29/2007 18:11,28.11111111
8/29/2007 18:12,28.01111111
8/29/2007 18:13,27.92222222
8/29/2007 18:14,27.83888889
8/29/2007 18:15,27.76666667
8/29/2007 18:16,27.7
8/29/2007 18:17,27.66666667
8/29/2007 18:18,27.60555556
8/29/2007 18:19,27.60555556
8/29/2007 18:20,27.60555556
8/29/2007 18:21,27.56666667
8/29/2007 18:22,27.56666667
8/29/2007 18:23,27.58888889
8/29/2007 18:24,27.56111111
8/29/2007 18:25,27.58333333
8/29/2007 18:26,27.63333333
8/29/2007 18:27,27.68888889
8/29/2007 18:28,27.78888889
8/29/2007 18:29,27.82222222
8/29/2007 18:30,27.81666667
8/29/2007 18:31,27.85555556
8/29/2007 18:32,27.86111111
8/29/2007 18:33,27.83333333
8/29/2007 18:34,27.8
8/29/2007 18:35,27.83888889
8/29/2007 18:36,27.81666667
8/29/2007 18:37,27.78333333
8/29/2007 18:38,27.76111111
8/29/2007 18:39,27.73333333
8/29/2007 18:40,27.70555556
8/29/2007 18:41,27.68333333
8/29/2007 18:42,27.65555556
8/29/2007 18:43,27.62777778
8/29/2007 18:44,27.56666667
8/29/2007 18:45,27.53333333
8/29/2007 18:46,27.49444444
8/29/2007 18:47,27.46111111
8/29/2007 18:48,27.44444444
8/29/2007 18:49,27.42777778
8/29/2007 18:50,27.44444444
8/29/2007 18:51,27.46666667
8/29/2007 18:52,27.46111111
8/29/2007 18:53,27.46666667
8/29/2007 18:54,27.49444444
8/29/2007 18:55,27.50555556
8/29/2007 18:56,27.58333333
8/29/2007 18:57,27.61666667
8/29/2007 18:58,27.68888889
8/29/2007 18:59,27.72777778
8/29/2007 19:00,27.72222222
8/29/2007 19:01,27.74444444
8/29/2007 19:02,27.78333333
8/29/2007 19:03,27.82777778
8/29/2007 19:04,27.86666667
8/29/2007 19:05,27.88333333
8/29/2007 19:06,27.86111111
8/29/2007 19:07,27.92777778
8/29/2007 19:08,27.85
8/29/2007 19:09,27.83888889
8/29/2007 19:10,27.83888889
8/29/2007 19:11,27.86666667
8/29/2007 19:12,27.85555556
8/29/2007 19:13,27.80555556
8/29/2007 19:14,27.78888889
8/29/2007 19:15,27.76666667
8/29/2007 19:16,27.72222222
8/29/2007 19:17,27.72222222
8/29/2007 19:18,27.68333333
8/29/2007 19:19,27.65555556
8/29/2007 19:20,27.62222222
8/29/2007 19:21,27.61111111
8/29/2007 19:22,27.62777778
8/29/2007 19:23,27.63888889
8/29/2007 19:24,27.65555556
8/29/2007 19:25,27.67777778
8/29/2007 19:26,27.65555556
8/29/2007 19:27,27.66111111
8/29/2007 19:28,27.66111111
8/29/2007 19:29,27.61666667
8/29/2007 19:30,27.61111111
8/29/2007 19:31,27.57222222
8/29/2007 19:32,27.57777778
8/29/2007 19:33,27.53888889
8/29/2007 19:34,27.48888889
8/29/2007 19:35,27.43888889
8/29/2007 19:36,27.39444444
8/29/2007 19:37,27.37222222
8/29/2007 19:38,27.31666667
8/29/2007 19:39,27.28333333
8/29/2007 19:40,27.22777778
8/29/2007 19:41,27.18888889
8/29/2007 19:42,27.11111111
8/29/2007 19:43,27.05
8/29/2007 19:44,26.98888889
8/29/2007 19:45,26.91111111
8/29/2007 19:46,26.84444444
8/29/2007 19:47,26.82222222
8/29/2007 19:48,26.81111111
8/29/2007 19:49,26.76666667
8/29/2007 19:50,26.73333333
8/29/2007 19:51,26.66111111
8/29/2007 19:52,26.57777778
8/29/2007 19:53,26.52777778
8/29/2007 19:54,26.43888889
8/29/2007 19:55,26.37777778
8/29/2007 19:56,26.34444444
8/29/2007 19:57,26.26666667
8/29/2007 19:58,26.24444444
8/29/2007 19:59,26.20555556
8/29/2007 20:00,26.15
8/29/2007 20:01,26.09444444
8/29/2007 20:02,26.08888889
8/29/2007 20:03,26.05
8/29/2007 20:04,25.99444444
8/29/2007 20:05,25.99444444
8/29/2007 20:06,25.92222222
8/29/2007 20:07,25.88888889
8/29/2007 20:08,25.87222222
8/29/2007 20:09,25.82777778
8/29/2007 20:10,25.76111111
8/29/2007 20:11,25.70555556
8/29/2007 20:12,25.66666667
8/29/2007 20:13,25.63333333
8/29/2007 20:14,25.60555556
8/29/2007 20:15,25.6
8/29/2007 20:16,25.56666667
8/29/2007 20:17,25.51666667
8/29/2007 20:18,25.49444444
8/29/2007 20:19,25.46666667
8/29/2007 20:20,25.40555556
8/29/2007 20:21,25.4
8/29/2007 20:22,25.37222222
8/29/2007 20:23,25.35555556
8/29/2007 20:24,25.31666667
8/29/2007 20:25,25.31111111
8/29/2007 20:26,25.27777778
8/29/2007 20:27,25.23333333
8/29/2007 20:28,25.22222222
8/29/2007 20:29,25.19444444
8/29/2007 20:30,25.2
8/29/2007 20:31,25.16666667
8/29/2007 20:32,25.1
8/29/2007 20:33,25.08888889
8/29/2007 20:34,25.07222222
8/29/2007 20:35,25.02777778
8/29/2007 20:36,25
8/29/2007 20:37,24.99444444
8/29/2007 20:38,24.96666667
8/29/2007 20:39,24.92222222
8/29/2007 20:40,24.9
8/29/2007 20:41,24.88333333
8/29/2007 20:42,24.88333333
8/29/2007 20:43,24.83888889
8/29/2007 20:44,24.79444444
8/29/2007 20:45,24.75555556
8/29/2007 20:46,24.75
8/29/2007 20:47,24.75
8/29/2007 20:48,24.71666667
8/29/2007 20:49,24.66666667
8/29/2007 20:50,24.65
8/29/2007 20:51,24.64444444
8/29/2007 20:52,24.60555556
8/29/2007 20:53,24.58333333
8/29/2007 20:54,24.55555556
8/29/2007 20:55,24.52222222
8/29/2007 20:56,24.51111111
8/29/2007 20:57,24.48333333
8/29/2007 20:58,24.45555556
8/29/2007 20:59,24.42222222
8/29/2007 21:00,24.38333333
8/29/2007 21:01,24.36111111
8/29/2007 21:02,24.32222222
8/29/2007 21:03,24.31111111
8/29/2007 21:04,24.3
8/29/2007 21:05,24.26666667
8/29/2007 21:06,24.23333333
8/29/2007 21:07,24.20555556
8/29/2007 21:08,24.2
8/29/2007 21:09,24.13888889
8/29/2007 21:10,24.12222222
8/29/2007 21:11,24.1
8/29/2007 21:12,24.11111111
8/29/2007 21:13,24.05555556
8/29/2007 21:14,24.03333333
8/29/2007 21:15,24.02222222
8/29/2007 21:16,24.01111111
8/29/2007 21:17,23.97222222
8/29/2007 21:18,23.97777778
8/29/2007 21:19,23.98888889
8/29/2007 21:20,23.97222222
8/29/2007 21:21,23.94444444
8/29/2007 21:22,23.93333333
8/29/2007 21:23,23.90555556
8/29/2007 21:24,23.88888889
8/29/2007 21:25,23.88333333
8/29/2007 21:26,23.85555556
8/29/2007 21:27,23.82222222
8/29/2007 21:28,23.79444444
8/29/2007 21:29,23.77777778
8/29/2007 21:30,23.78888889
8/29/2007 21:31,23.77222222
8/29/2007 21:32,23.77777778
8/29/2007 21:33,23.73888889
8/29/2007 21:34,23.70555556
8/29/2007 21:35,23.68333333
8/29/2007 21:36,23.64444444
8/29/2007 21:37,23.62222222
8/29/2007 21:38,23.62777778
8/29/2007 21:39,23.63333333
8/29/2007 21:40,23.61111111
8/29/2007 21:41,23.6
8/29/2007 21:42,23.57222222
8/29/2007 21:43,23.57222222
8/29/2007 21:44,23.54444444
8/29/2007 21:45,23.52222222
8/29/2007 21:46,23.49444444
8/29/2007 21:47,23.46111111
8/29/2007 21:48,23.47222222
8/29/2007 21:49,23.44444444
8/29/2007 21:50,23.40555556
8/29/2007 21:51,23.39444444
8/29/2007 21:52,23.35555556
8/29/2007 21:53,23.32222222
8/29/2007 21:54,23.3
8/29/2007 21:55,23.3
8/29/2007 21:56,23.3
8/29/2007 21:57,23.28888889
8/29/2007 21:58,23.28888889
8/29/2007 21:59,23.27222222
8/29/2007 22:00,23.24444444
8/29/2007 22:01,23.22222222
8/29/2007 22:02,23.2
8/29/2007 22:03,23.18333333
8/29/2007 22:04,23.14444444
8/29/2007 22:05,23.11111111
8/29/2007 22:06,23.09444444
8/29/2007 22:07,23.07222222
8/29/2007 22:08,23.05
8/29/2007 22:09,23.04444444
8/29/2007 22:10,23.01111111
8/29/2007 22:11,23.01666667
8/29/2007 22:12,23.01111111
8/29/2007 22:13,22.98333333
8/29/2007 22:14,22.97222222
8/29/2007 22:15,22.97222222
8/29/2007 22:16,22.95555556
8/29/2007 22:17,22.93888889
8/29/2007 22:18,22.93888889
8/29/2007 22:19,22.92222222
8/29/2007 22:20,22.88333333
8/29/2007 22:21,22.87777778
8/29/2007 22:22,22.86111111
8/29/2007 22:23,22.84444444
8/29/2007 22:24,22.82222222
8/29/2007 22:25,22.82222222
8/29/2007 22:26,22.81111111
8/29/2007 22:27,22.79444444
8/29/2007 22:28,22.75555556
8/29/2007 22:29,22.72222222
8/29/2007 22:30,22.70555556
8/29/2007 22:31,22.67222222
8/29/2007 22:32,22.64444444
8/29/2007 22:33,22.65
8/29/2007 22:34,22.64444444
8/29/2007 22:35,22.62222222
8/29/2007 22:36,22.62777778
8/29/2007 22:37,22.63888889
8/29/2007 22:38,22.65555556
8/29/2007 22:39,22.67222222
8/29/2007 22:40,22.65
8/29/2007 22:41,22.66666667
8/29/2007 22:42,22.65555556
8/29/2007 22:43,22.63888889
8/29/2007 22:44,22.63333333
8/29/2007 22:45,22.60555556
8/29/2007 22:46,22.6
8/29/2007 22:47,22.6
8/29/2007 22:48,22.61111111
8/29/2007 22:49,22.59444444
8/29/2007 22:50,22.57777778
8/29/2007 22:51,22.6
8/29/2007 22:52,22.56666667
8/29/2007 22:53,22.55
