month,day_of_month,hour,outdoor_temperature,outdoor_humidity,wind_speed,wind_direction,diffuse_solar_radiation,direct_solar_radiation,htg_setpoint,clg_setpoint,air_temperature,air_humidity,people_occupant,co2_emission,HVAC_electricity_demand_rate,total_electricity_HVAC
6.0,3.0,1.0,24.75,22.0,2.4749999046325684,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.595252990722656,18.732507705688477,0.0,0.0,718.2384033203125,215471.53125
6.0,3.0,1.0,24.66666603088379,22.33333396911621,2.433333396911621,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.56330680847168,18.641794204711914,0.0,0.0,713.0294189453125,213908.8125
6.0,3.0,1.0,24.58333396911621,22.66666603088379,2.3916666507720947,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.531404495239258,18.552703857421875,0.0,0.0,707.8583374023438,212357.5
6.0,3.0,1.0,24.5,23.0,2.3499999046325684,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.499584197998047,18.465167999267578,0.0,0.0,702.718505859375,210815.546875
6.0,3.0,1.0,24.41666603088379,23.33333396911621,2.308333396911621,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.46787452697754,18.37912368774414,0.0,0.0,697.60302734375,209280.90625
6.0,3.0,1.0,24.33333396911621,23.66666603088379,2.2666666507720947,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.436304092407227,18.29451560974121,0.0,0.0,692.5067138671875,207752.015625
6.0,3.0,1.0,24.25,24.0,2.2249999046325684,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.404895782470703,18.211301803588867,0.0,0.0,687.4292602539062,206228.78125
6.0,3.0,1.0,24.16666603088379,24.33333396911621,2.183333396911621,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.373668670654297,18.12944221496582,0.0,0.0,682.37109375,204711.328125
6.0,3.0,1.0,24.08333396911621,24.66666603088379,2.1416666507720947,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.342636108398438,18.04890251159668,0.0,0.0,677.3325805664062,203199.78125
6.0,3.0,1.0,24.0,25.0,2.0999999046325684,110.0,0.0,0.0,15.00374984741211,25.001625061035156,22.311813354492188,17.96965217590332,0.0,0.0,672.31640625,201694.921875
6.0,3.0,2.0,23.91666603088379,25.33333396911621,2.1416666507720947,110.83333587646484,0.0,0.0,15.00374984741211,25.001625061035156,22.281206130981445,17.891666412353516,0.0,0.0,667.3223876953125,200196.71875
6.0,3.0,2.0,23.83333396911621,25.66666603088379,2.183333396911621,111.66666412353516,0.0,0.0,15.00374984741211,25.001625061035156,22.250938415527344,17.81475067138672,0.0,0.0,662.4121704101562,198723.65625
6.0,3.0,2.0,23.75,26.0,2.2249999046325684,112.5,0.0,0.0,15.00374984741211,25.001625061035156,22.220842361450195,17.73900604248047,0.0,0.0,657.5827026367188,197274.8125
6.0,3.0,2.0,23.66666603088379,26.33333396911621,2.2666666507720947,113.33333587646484,0.0,0.0,15.00374984741211,25.001625061035156,22.191036224365234,17.66426658630371,0.0,0.0,652.77197265625,195831.578125
6.0,3.0,2.0,23.58333396911621,26.66666603088379,2.308333396911621,114.16666412353516,0.0,0.0,15.00374984741211,25.001625061035156,22.16150665283203,17.590526580810547,0.0,0.0,648.0008544921875,194400.265625
6.0,3.0,2.0,23.5,27.0,2.3499999046325684,115.0,0.0,0.0,15.00374984741211,25.001625061035156,22.132219314575195,17.517812728881836,0.0,0.0,643.2658081054688,192979.734375
6.0,3.0,2.0,23.41666603088379,27.33333396911621,2.3916666507720947,115.83333587646484,0.0,0.0,15.00374984741211,25.001625061035156,22.10316276550293,17.446130752563477,0.0,0.0,638.5637817382812,191569.140625
6.0,3.0,2.0,23.33333396911621,27.66666603088379,2.433333396911621,116.66666412353516,0.0,0.0,15.00374984741211,25.001625061035156,22.074338912963867,17.375463485717773,0.0,0.0,633.89599609375,190168.796875
6.0,3.0,2.0,23.25,28.0,2.4749999046325684,117.5,0.0,0.0,15.00374984741211,25.001625061035156,22.04575538635254,17.3057918548584,0.0,0.0,629.2644653320312,188779.34375
6.0,3.0,2.0,23.16666603088379,28.33333396911621,2.5166666507720947,118.33333587646484,0.0,0.0,15.00374984741211,25.001625061035156,22.01741600036621,17.23709487915039,0.0,0.0,624.6707763671875,187401.21875
6.0,3.0,2.0,23.08333396911621,28.66666603088379,2.558333396911621,119.16666412353516,0.0,0.0,15.00374984741211,25.001625061035156,21.989665985107422,17.16900062561035,0.0,0.0,620.1157836914062,186034.734375
6.0,3.0,2.0,23.0,29.0,2.5999999046325684,120.0,0.0,0.0,15.00374984741211,25.001625061035156,21.962345123291016,17.10163116455078,0.0,0.0,615.8517456054688,184755.515625
6.0,3.0,3.0,22.91666603088379,29.16666603088379,2.5999999046325684,121.66666412353516,0.0,0.0,15.00374984741211,25.001625061035156,21.937149047851562,17.033170700073242,0.0,0.0,611.6104125976562,183483.125
6.0,3.0,3.0,22.83333396911621,29.33333396911621,2.5999999046325684,123.33333587646484,0.0,0.0,15.00374984741211,25.001625061035156,21.91286277770996,16.964879989624023,0.0,0.0,607.3190307617188,182195.703125
6.0,3.0,3.0,22.75,29.5,2.5999999046325684,125.0,0.0,0.0,15.00374984741211,25.001625061035156,21.88858985900879,16.89768409729004,0.0,0.0,603.0123291015625,180903.703125
6.0,3.0,3.0,22.66666603088379,29.66666603088379,2.5999999046325684,126.66666412353516,0.0,0.0,15.00374984741211,25.001625061035156,21.864152908325195,16.831764221191406,0.0,0.0,598.7266845703125,179618.015625
6.0,3.0,3.0,22.58333396911621,29.83333396911621,2.5999999046325684,128.3333282470703,0.0,0.0,15.00374984741211,25.001625061035156,21.839670181274414,16.766979217529297,0.0,0.0,594.4749755859375,178342.5
6.0,3.0,3.0,22.5,30.0,2.5999999046325684,130.0,0.0,0.0,15.00374984741211,25.001625061035156,21.815275192260742,16.703184127807617,0.0,0.0,590.2586059570312,177077.578125
6.0,3.0,3.0,22.41666603088379,30.16666603088379,2.5999999046325684,131.6666717529297,0.0,0.0,15.00374984741211,25.001625061035156,21.791030883789062,16.64029884338379,0.0,0.0,586.0775756835938,175823.28125
6.0,3.0,3.0,22.33333396911621,30.33333396911621,2.5999999046325684,133.3333282470703,0.0,0.0,15.00374984741211,25.001625061035156,21.76696014404297,16.578283309936523,0.0,0.0,581.9327392578125,174579.8125
6.0,3.0,3.0,22.25,30.5,2.5999999046325684,135.0,0.0,0.0,15.00374984741211,25.001625061035156,21.743072509765625,16.51711654663086,0.0,0.0,577.8247680664062,173347.4375
6.0,3.0,3.0,22.16666603088379,30.66666603088379,2.5999999046325684,136.6666717529297,0.0,0.0,15.00374984741211,25.001625061035156,21.71936798095703,16.456783294677734,0.0,0.0,573.7542114257812,172126.25
6.0,3.0,3.0,22.08333396911621,30.83333396911621,2.5999999046325684,138.3333282470703,0.0,0.0,15.00374984741211,25.001625061035156,21.695852279663086,16.397262573242188,0.0,0.0,569.7210083007812,170916.3125
6.0,3.0,3.0,22.0,31.0,2.5999999046325684,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.672529220581055,16.33854103088379,0.0,0.0,565.7251586914062,169717.546875
6.0,3.0,4.0,22.0,30.83333396911621,2.558333396911621,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.649396896362305,16.28057289123535,0.0,0.0,561.7904663085938,168537.140625
6.0,3.0,4.0,22.0,30.66666603088379,2.5166666507720947,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.62646484375,16.223323822021484,0.0,0.0,557.8988037109375,167369.640625
6.0,3.0,4.0,22.0,30.5,2.4749999046325684,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.603736877441406,16.166765213012695,0.0,0.0,554.0538940429688,166216.171875
6.0,3.0,4.0,22.0,30.33333396911621,2.433333396911621,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.581228256225586,16.110876083374023,0.0,0.0,550.2576293945312,165077.28125
6.0,3.0,4.0,22.0,30.16666603088379,2.3916666507720947,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.55895233154297,16.055627822875977,0.0,0.0,546.5099487304688,163952.984375
6.0,3.0,4.0,22.0,30.0,2.3499999046325684,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.536922454833984,16.000995635986328,0.0,0.0,542.8096923828125,162842.921875
6.0,3.0,4.0,22.0,29.83333396911621,2.308333396911621,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.51515007019043,15.946954727172852,0.0,0.0,539.1555786132812,161746.671875
6.0,3.0,4.0,22.0,29.66666603088379,2.2666666507720947,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.493791580200195,15.893342971801758,0.0,0.0,535.5467529296875,160664.03125
6.0,3.0,4.0,22.0,29.5,2.2249999046325684,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.472763061523438,15.840228080749512,0.0,0.0,532.0023193359375,159600.703125
6.0,3.0,4.0,22.0,29.33333396911621,2.183333396911621,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.451997756958008,15.7876615524292,0.0,0.0,528.50439453125,158551.328125
6.0,3.0,4.0,22.0,29.16666603088379,2.1416666507720947,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.43148422241211,15.735641479492188,0.0,0.0,525.0468139648438,157514.046875
6.0,3.0,4.0,22.0,29.0,2.0999999046325684,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.41123390197754,15.684146881103516,0.0,0.0,521.6319580078125,156489.59375
6.0,3.0,5.0,22.0,29.16666603088379,2.183333396911621,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.39126205444336,15.633200645446777,0.0,0.0,518.268798828125,155480.640625
6.0,3.0,5.0,22.0,29.33333396911621,2.2666666507720947,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.371578216552734,15.58281421661377,0.0,0.0,514.9532470703125,154485.96875
6.0,3.0,5.0,22.0,29.5,2.3499999046325684,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.352184295654297,15.532978057861328,0.0,0.0,511.6866760253906,153506.0
6.0,3.0,5.0,22.0,29.66666603088379,2.433333396911621,140.0,0.0,0.0,15.00374984741211,25.001625061035156,21.333086013793945,15.483672142028809,0.0,0.0,508.4707946777344,152541.25
6.0,3.0,5.0,22.0,29.83333396911621,2.5166666507720947,140.0,4.583333492279053,110.0,15.00374984741211,25.001625061035156,21.314123153686523,15.435029983520508,0.0,0.0,505.30718994140625,151592.15625
6.0,3.0,5.0,22.0,30.0,2.5999999046325684,140.0,5.0,120.0,15.00374984741211,25.001625061035156,21.293777465820312,15.386977195739746,0.0,0.0,502.0098876953125,150777.203125
6.0,3.0,5.0,22.0,30.16666603088379,2.683333396911621,140.0,8.75,149.5,15.00374984741211,25.001625061035156,21.275634765625,15.3372220993042,0.0,0.0,500.9060974121094,150389.703125
6.0,3.0,5.0,22.0,30.33333396911621,2.7666666507720947,140.0,12.5,179.0,15.00374984741211,25.001625061035156,21.26067543029785,15.284679412841797,0.0,0.0,500.9271240234375,150266.734375
6.0,3.0,5.0,22.0,30.5,2.8499999046325684,140.0,16.25,208.5,15.00374984741211,25.001625061035156,21.2495174407959,15.228592872619629,0.0,0.0,501.8091735839844,150437.90625
6.0,3.0,5.0,22.0,30.66666603088379,2.933333396911621,140.0,20.0,238.0,15.00374984741211,25.001625061035156,21.24266815185547,15.168456077575684,0.0,0.0,503.18927001953125,150797.109375
6.0,3.0,5.0,22.0,30.83333396911621,3.0166666507720947,140.0,23.75,267.5,15.00374984741211,25.001625061035156,21.240510940551758,15.10392951965332,0.0,0.0,504.90557861328125,151275.28125
6.0,3.0,5.0,22.0,31.0,3.0999999046325684,140.0,27.5,297.0,15.00374984741211,25.001625061035156,21.243263244628906,15.034860610961914,0.0,0.0,506.8789978027344,151836.96875
6.0,3.0,6.0,22.33333396911621,30.33333396911621,3.0166666507720947,141.6666717529297,31.25,326.5,15.00374984741211,25.001625061035156,21.291236877441406,15.047883987426758,0.0,0.0,444.59991455078125,133109.390625
6.0,3.0,6.0,22.66666603088379,29.66666603088379,2.933333396911621,143.3333282470703,35.0,356.0,15.00374984741211,25.001625061035156,21.34153938293457,15.108957290649414,0.0,0.0,583.4382934570312,172745.984375
6.0,3.0,6.0,23.0,29.0,2.8499999046325684,145.0,38.75,385.5,15.00374984741211,25.001625061035156,21.383159637451172,15.18194580078125,0.0,0.0,643.8464965820312,191438.59375
6.0,3.0,6.0,23.33333396911621,28.33333396911621,2.7666666507720947,146.6666717529297,42.5,415.0,15.00374984741211,25.001625061035156,21.422958374023438,15.269286155700684,0.0,0.0,709.429931640625,210712.0625
6.0,3.0,6.0,23.66666603088379,27.66666603088379,2.683333396911621,148.3333282470703,46.25,444.5,15.00374984741211,25.001625061035156,21.453065872192383,15.352649688720703,0.0,0.0,800.2852172851562,240085.5625
6.0,3.0,6.0,24.0,27.0,2.5999999046325684,150.0,50.0,474.0,15.00374984741211,25.001625061035156,21.49331283569336,15.468774795532227,0.0,0.0,887.6842651367188,266305.28125
6.0,3.0,6.0,24.33333396911621,26.33333396911621,2.5166666507720947,151.6666717529297,52.75,491.3333435058594,15.00374984741211,25.001625061035156,21.53859519958496,15.583483695983887,0.0,0.0,994.7791137695312,298433.71875
6.0,3.0,6.0,24.66666603088379,25.66666603088379,2.433333396911621,153.3333282470703,55.5,508.6666564941406,15.00374984741211,25.001625061035156,21.587785720825195,15.696828842163086,0.0,0.0,1099.04638671875,329713.9375
6.0,3.0,6.0,25.0,25.0,2.3499999046325684,155.0,58.25,526.0,15.00374984741211,25.001625061035156,21.63914680480957,15.812394142150879,0.0,0.0,1199.4351806640625,359830.5625
6.0,3.0,6.0,25.33333396911621,24.33333396911621,2.2666666507720947,156.6666717529297,61.0,543.3333129882812,15.00374984741211,25.001625061035156,21.691673278808594,15.932890892028809,0.0,0.0,1298.287353515625,389486.21875
6.0,3.0,6.0,25.66666603088379,23.66666603088379,2.183333396911621,158.3333282470703,63.75,560.6666870117188,15.00374984741211,25.001625061035156,21.74494171142578,16.059104919433594,0.0,0.0,1395.8037109375,418741.125
6.0,3.0,6.0,26.0,23.0,2.0999999046325684,160.0,66.5,578.0,15.00374984741211,25.001625061035156,21.798765182495117,16.19045639038086,0.0,0.0,1492.055419921875,447616.625
6.0,3.0,7.0,26.25,22.66666603088379,2.0999999046325684,162.5,69.25,595.3333129882812,15.00374984741211,25.001625061035156,21.852989196777344,16.325897216796875,0.0,0.0,1581.9306640625,474579.1875
6.0,3.0,7.0,26.5,22.33333396911621,2.0999999046325684,165.0,72.0,612.6666870117188,15.00374984741211,25.001625061035156,21.907527923583984,16.46665382385254,0.0,0.0,1670.7230224609375,501216.90625
6.0,3.0,7.0,26.75,22.0,2.0999999046325684,167.5,74.75,630.0,15.00374984741211,25.001625061035156,21.955286026000977,16.619121551513672,0.0,0.0,1737.625,521287.5
6.0,3.0,7.0,27.0,21.66666603088379,2.0999999046325684,170.0,77.5,647.3333129882812,15.00374984741211,25.001625061035156,21.993484497070312,16.78518295288086,0.0,0.0,1798.101806640625,539430.5625
6.0,3.0,7.0,27.25,21.33333396911621,2.0999999046325684,172.5,80.25,664.6666870117188,15.00374984741211,25.001625061035156,22.0239200592041,16.961963653564453,0.0,0.0,1858.391357421875,557517.375
6.0,3.0,7.0,27.5,21.0,2.0999999046325684,175.0,83.0,682.0,15.00374984741211,25.001625061035156,22.04888343811035,17.14609718322754,0.0,0.0,1914.9189453125,574475.6875
6.0,3.0,7.0,27.75,20.66666603088379,2.0999999046325684,177.5,84.33333587646484,692.0833129882812,15.00374984741211,25.001625061035156,22.071487426757812,17.333433151245117,0.0,0.0,1956.964111328125,587089.1875
6.0,3.0,7.0,28.0,20.33333396911621,2.0999999046325684,180.0,85.66666412353516,702.1666870117188,15.00374984741211,25.001625061035156,22.093809127807617,17.520936965942383,0.0,0.0,1991.8497314453125,597554.875
6.0,3.0,7.0,28.25,20.0,2.0999999046325684,182.5,87.0,712.25,15.00374984741211,25.001625061035156,22.11603546142578,17.7076358795166,0.0,0.0,2027.2579345703125,608177.375
6.0,3.0,7.0,28.5,19.66666603088379,2.0999999046325684,185.0,88.33333587646484,722.3333129882812,15.00374984741211,25.001625061035156,22.137895584106445,17.893144607543945,0.0,0.0,2060.42919921875,618128.75
6.0,3.0,7.0,28.75,19.33333396911621,2.0999999046325684,187.5,89.66666412353516,732.4166870117188,15.00374984741211,25.001625061035156,22.159238815307617,18.077030181884766,0.0,0.0,2091.32177734375,627396.5
6.0,3.0,7.0,29.0,19.0,2.0999999046325684,190.0,91.0,742.5,15.00374984741211,25.001625061035156,22.180086135864258,18.258752822875977,0.0,0.0,2119.989013671875,635996.75
6.0,3.0,8.0,29.25,18.58333396911621,2.008333444595337,192.5,92.33333587646484,752.5833129882812,15.00374984741211,25.001625061035156,22.94979476928711,18.33826446533203,20.0,0.0,2574.7138671875,768185.625
6.0,3.0,8.0,29.5,18.16666603088379,1.9166666269302368,195.0,93.66666412353516,762.6666870117188,15.00374984741211,25.001625061035156,23.574251174926758,18.5024471282959,20.0,0.0,2655.91357421875,792215.125
6.0,3.0,8.0,29.75,17.75,1.8250000476837158,197.5,95.0,772.75,15.00374984741211,25.001625061035156,24.213109970092773,19.007658004760742,20.0,0.0,2702.549072265625,807470.5625
6.0,3.0,8.0,30.0,17.33333396911621,1.7333333492279053,200.0,96.33333587646484,782.8333129882812,15.00374984741211,25.001625061035156,24.593704223632812,19.390201568603516,20.0,0.0,2988.169677734375,861551.1875
6.0,3.0,8.0,30.25,16.91666603088379,1.6416666507720947,202.5,97.66666412353516,792.9166870117188,15.00374984741211,25.001625061035156,24.99983024597168,20.124282836914062,20.0,0.0,2998.314208984375,891640.1875
6.0,3.0,8.0,30.5,16.5,1.5499999523162842,205.0,99.0,803.0,15.00374984741211,25.001625061035156,25.00168228149414,21.089921951293945,20.0,0.0,3433.15576171875,1029946.75
6.0,3.0,8.0,30.75,16.08333396911621,1.4583333730697632,207.5,100.25,806.9166870117188,15.00374984741211,25.001625061035156,25.001678466796875,22.305341720581055,20.0,0.0,3475.3330078125,1042599.875
6.0,3.0,8.0,31.0,15.666666984558105,1.3666666746139526,210.0,101.5,810.8333129882812,15.00374984741211,25.001625061035156,25.001605987548828,23.436342239379883,20.0,0.0,3616.445556640625,1084933.625
6.0,3.0,8.0,31.25,15.25,1.274999976158142,212.5,102.75,814.75,15.00374984741211,25.001625061035156,25.00152587890625,24.48331069946289,20.0,0.0,3755.609619140625,1126682.875
6.0,3.0,8.0,31.5,14.833333015441895,1.1833332777023315,215.0,104.0,818.6666870117188,15.00374984741211,25.001625061035156,25.001449584960938,25.455902099609375,20.0,0.0,3865.618408203125,1159685.5
6.0,3.0,8.0,31.75,14.416666984558105,1.0916666984558105,217.5,105.25,822.5833129882812,15.00374984741211,25.001625061035156,25.001375198364258,26.361705780029297,20.0,0.0,3963.22802734375,1188968.375
6.0,3.0,8.0,32.0,14.0,1.0,220.0,106.5,826.5,15.00374984741211,25.001625061035156,25.0013427734375,27.203336715698242,20.0,0.0,4059.379150390625,1217813.75
6.0,3.0,9.0,32.08333206176758,13.833333015441895,1.1749999523162842,222.5,107.75,830.4166870117188,15.00374984741211,25.001625061035156,25.00116729736328,27.90631103515625,20.0,0.0,4920.64404296875,1476193.25
6.0,3.0,9.0,32.16666793823242,13.666666984558105,1.350000023841858,225.0,109.0,834.3333129882812,15.00374984741211,25.001625061035156,25.00110626220703,28.50778579711914,20.0,0.0,4999.7490234375,1499924.75
6.0,3.0,9.0,32.25,13.5,1.524999976158142,227.5,110.25,838.25,15.00374984741211,25.001625061035156,25.001060485839844,29.04924964904785,20.0,0.0,5074.03955078125,1522211.875
6.0,3.0,9.0,32.33333206176758,13.333333015441895,1.7000000476837158,230.0,111.5,842.1666870117188,15.00374984741211,25.001625061035156,25.00101661682129,29.549217224121094,20.0,0.0,5141.84521484375,1542553.5
6.0,3.0,9.0,32.41666793823242,13.166666984558105,1.875,232.5,112.75,846.0833129882812,15.00374984741211,25.001625061035156,25.000974655151367,30.011980056762695,20.0,0.0,5202.27392578125,1560682.25
6.0,3.0,9.0,32.5,13.0,2.049999952316284,235.0,114.0,850.0,15.00374984741211,25.001625061035156,25.000934600830078,30.438922882080078,20.0,0.0,5253.8037109375,1576141.0
6.0,3.0,9.0,32.58333206176758,12.833333015441895,2.2249999046325684,237.5,113.83333587646484,854.0,15.00374984741211,25.001625061035156,25.000898361206055,30.83190155029297,20.0,0.0,5292.78125,1587834.375
6.0,3.0,9.0,32.66666793823242,12.666666984558105,2.4000000953674316,240.0,113.66666412353516,858.0,15.00374984741211,25.001625061035156,25.000864028930664,31.19348907470703,20.0,0.0,5325.03955078125,1597511.875
6.0,3.0,9.0,32.75,12.5,2.575000047683716,242.5,113.5,862.0,15.00374984741211,25.001625061035156,25.00083351135254,31.526121139526367,20.0,0.0,5353.0576171875,1605917.25
6.0,3.0,9.0,32.83333206176758,12.333333015441895,2.75,245.0,113.33333587646484,866.0,15.00374984741211,25.001625061035156,25.000802993774414,31.831851959228516,20.0,0.0,5377.34521484375,1613203.5
6.0,3.0,9.0,32.91666793823242,12.166666984558105,2.924999952316284,247.5,113.16666412353516,870.0,15.00374984741211,25.001625061035156,25.000776290893555,32.11249923706055,20.0,0.0,5398.2138671875,1619464.125
6.0,3.0,9.0,33.0,12.0,3.0999999046325684,250.0,113.0,874.0,15.00374984741211,25.001625061035156,25.000751495361328,32.36977767944336,20.0,0.0,5416.1796875,1624854.0
6.0,3.0,10.0,33.08333206176758,11.916666984558105,3.183333396911621,252.5,112.83333587646484,878.0,15.00374984741211,25.001625061035156,25.000722885131836,32.59971237182617,20.0,0.0,5472.42578125,1641727.75
6.0,3.0,10.0,33.16666793823242,11.833333015441895,3.2666666507720947,255.0,112.66666412353516,882.0,15.00374984741211,25.001625061035156,25.000703811645508,32.81045150756836,20.0,0.0,5495.63134765625,1648689.375
6.0,3.0,10.0,33.25,11.75,3.3499999046325684,257.5,112.5,886.0,15.00374984741211,25.001625061035156,25.000688552856445,33.00604248046875,20.0,0.0,5514.98291015625,1654494.875
6.0,3.0,10.0,33.33333206176758,11.666666984558105,3.433333396911621,260.0,112.33333587646484,890.0,15.00374984741211,25.001625061035156,25.000675201416016,33.18857192993164,20.0,0.0,5530.98681640625,1659296.0
6.0,3.0,10.0,33.41666793823242,11.583333015441895,3.5166666507720947,262.5,112.16666412353516,894.0,15.00374984741211,25.001625061035156,25.000661849975586,33.359161376953125,20.0,0.0,5545.06298828125,1663519.0
6.0,3.0,10.0,33.5,11.5,3.5999999046325684,265.0,112.0,898.0,15.00374984741211,25.001625061035156,25.000648498535156,33.518672943115234,20.0,0.0,5558.17822265625,1667453.5
6.0,3.0,10.0,33.58333206176758,11.416666984558105,3.683333396911621,267.5,112.41666412353516,900.4166870117188,15.00374984741211,25.001625061035156,25.00063705444336,33.66789245605469,20.0,0.0,5571.06005859375,1671318.0
6.0,3.0,10.0,33.66666793823242,11.333333015441895,3.7666666507720947,270.0,112.83333587646484,902.8333129882812,15.00374984741211,25.001625061035156,25.000627517700195,33.807518005371094,20.0,0.0,5583.8916015625,1675167.5
6.0,3.0,10.0,33.75,11.25,3.8499999046325684,272.5,113.25,905.25,15.00374984741211,25.001625061035156,25.0006160736084,33.93812942504883,20.0,0.0,5596.9443359375,1679083.25
6.0,3.0,10.0,33.83333206176758,11.166666984558105,3.933333396911621,275.0,113.66666412353516,907.6666870117188,15.00374984741211,25.001625061035156,25.000606536865234,34.06022262573242,20.0,0.0,5610.4619140625,1683138.625
6.0,3.0,10.0,33.91666793823242,11.083333015441895,4.016666889190674,277.5,114.08333587646484,910.0833129882812,15.00374984741211,25.001625061035156,25.00059700012207,34.174224853515625,20.0,0.0,5624.70458984375,1687411.25
6.0,3.0,10.0,34.0,11.0,4.099999904632568,280.0,114.5,912.5,15.00374984741211,25.001625061035156,25.00058937072754,34.280517578125,20.0,0.0,5639.72802734375,1691918.5
6.0,3.0,11.0,34.16666793823242,10.833333015441895,3.933333396911621,278.3333435058594,114.91666412353516,914.9166870117188,15.00374984741211,25.001625061035156,25.000638961791992,34.29408645629883,16.0,0.0,5391.07763671875,1617323.25
6.0,3.0,11.0,34.33333206176758,10.666666984558105,3.7666666507720947,276.6666564941406,115.33333587646484,917.3333129882812,15.00374984741211,25.001625061035156,25.000646591186523,34.25767517089844,16.0,0.0,5408.53369140625,1622560.125
6.0,3.0,11.0,34.5,10.5,3.5999999046325684,275.0,115.75,919.75,15.00374984741211,25.001625061035156,25.000654220581055,34.21141815185547,16.0,0.0,5428.79541015625,1628638.625
6.0,3.0,11.0,34.66666793823242,10.333333015441895,3.433333396911621,273.3333435058594,116.16666412353516,922.1666870117188,15.00374984741211,25.001625061035156,25.000656127929688,34.16842269897461,16.0,0.0,5453.591796875,1636077.625
